league,id,minute,result,X,Y,xG,player,h_a,player_id,season,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,is_goal,X_m,Y_m,shot_distance,shot_angle,dist2,angle2,angle_distance,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot,situation_FromCorner,situation_OpenPlay,situation_Penalty,situation_SetPiece,lastAction_BallRecovery,lastAction_BallTouch,lastAction_BlockedPass,lastAction_Card,lastAction_Challenge,lastAction_ChanceMissed,lastAction_Chipped,lastAction_Clearance,lastAction_CornerAwarded,lastAction_Cross,lastAction_CrossNotClaimed,lastAction_Dispossessed,lastAction_End,lastAction_Error,lastAction_FormationChange,lastAction_Foul,lastAction_Goal,lastAction_GoodSkill,lastAction_HeadPass,lastAction_Interception,lastAction_KeeperPickup,lastAction_KeeperSweeper,lastAction_LayOff,lastAction_OffsidePass,lastAction_OffsideProvoked,lastAction_Pass,lastAction_PenaltyFaced,lastAction_Punch,lastAction_Rebound,lastAction_Save,lastAction_ShieldBallOpp,lastAction_Standard,lastAction_Start,lastAction_SubstitutionOn,lastAction_Tackle,lastAction_TakeOn,lastAction_Throughball,predicted_xg
Ligue_1,111654.0,64.0,SavedShot,0.8059999847412109,0.8959999847412109,0.0145410997793078,Ivan Santini,a,5701.0,2016.0,4272.0,Toulouse,Caen,0.0,1.0,2017-05-06 19:00:00,Jean-Victor Makengo,0,84.62999839782715,60.92799896240234,33.76468707676211,0.9231724995439373,1140.0540933916661,0.8522474639142009,31.170630564973354,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09354740470938135
Serie_A,495311.0,36.0,SavedShot,0.9209999847412108,0.5329999923706055,0.1171469986438751,Jaka Bijol,h,6807.0,2022.0,18691.0,Udinese,Torino,1.0,2.0,2022-10-23 10:30:00,Gerard Deulofeu,0,96.70499839782714,36.24399948120117,8.593170849673678,0.2642004431789336,73.84258525168144,0.06980187417594493,2.2703195467960793,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14945571121386805
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,544862.0,63.0,SavedShot,0.8430000305175781,0.6490000152587889,0.054966602474451,Ademola Lookman,h,5556.0,2023.0,22385.0,Atalanta,Genoa,2.0,0.0,2023-10-22 16:00:00,Aleksey Miranchuk,0,88.5150032043457,44.13200103759765,19.349743263894027,0.5510998622583033,374.4125643786123,0.3037110581811209,10.66364084746553,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058385097001362504
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,102015.0,90.0,MissedShots,0.8959999847412109,0.5420000076293945,0.0336696989834308,Diego Falcinelli,h,1360.0,2015.0,724.0,Sassuolo,Frosinone,2.0,2.0,2016-01-06 18:00:00,Sime Vrsaljko,0,94.07999839782714,36.85600051879882,11.28730144697292,0.2558085731667885,127.40317395483697,0.0654380261056282,2.88738847805357,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.051434926751409316
Serie_A,49995.0,21.0,SavedShot,0.885,0.705,0.0447290018200874,Álvaro Morata,a,1804.0,2014.0,4799.0,Inter,Juventus,1.0,2.0,2015-05-16 17:00:00,Alessandro Matri,0,92.925,47.94,18.442592686496116,0.8569651378402332,340.129225,0.7343892474735298,15.804658983714422,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.04220948146887636
Ligue_1,310251.0,32.0,MissedShots,0.7559999847412109,0.424000015258789,0.026936400681734,Mehmet Zeki Çelik,h,6872.0,2019.0,12716.0,Lille,Nantes,2.0,1.0,2019-08-11 14:00:00,Jonathan Bamba,0,79.37999839782714,28.832001037597653,26.136042075469877,0.19904631620925253,683.0926953707318,0.039619435996473745,5.202282895412306,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030780821680636495
Serie_A,462725.0,37.0,MissedShots,0.7819999694824219,0.5729999923706055,0.029195899143815,Andrea Pinamonti,a,4895.0,2021.0,17040.0,AC Milan,Empoli,1.0,0.0,2022-03-12 19:45:00,,0,82.1099967956543,38.96399948120117,23.42207372425256,0.21355636116604548,548.5935375443222,0.04560631939448246,5.001932835514223,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05016597105089427
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,103895.0,63.0,SavedShot,0.9159999847412108,0.38,0.3761610090732575,Sylvain Marveaux,h,1064.0,2016.0,2283.0,Lorient,Nancy,0.0,2.0,2016-09-10 22:00:00,,0,96.17999839782713,25.84,12.015740853660748,0.7465483719768039,144.37802826233192,0.5573344717012164,8.970331772395603,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14351180396758303
Serie_A,263728.0,76.0,SavedShot,0.8419999694824218,0.47,0.0847876965999603,Davide Calabria,h,1574.0,2018.0,9762.0,AC Milan,SPAL 2013,2.0,1.0,2018-12-29 19:30:00,,0,88.4099967956543,31.959999999999997,16.7149575626204,0.12235141194295439,279.3898063202009,0.014969868004434521,2.045098658353169,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10090780666983387
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,45576.0,25.0,Goal,0.884000015258789,0.325,0.2214809954166412,Cyril Théréau,a,1147.0,2014.0,4967.0,Sassuolo,Udinese,1.0,1.0,2015-01-10 17:00:00,Allan,1,92.82000160217285,22.1,17.028281210124288,0.7737708461939282,289.96236097107186,0.5987213224196677,13.175987561186037,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06074505085355768
Ligue_1,105295.0,25.0,BlockedShot,0.8959999847412109,0.359000015258789,0.0791480988264083,Nabil Fekir,h,3667.0,2016.0,2836.0,Lyon,SC Bastia,2.0,1.0,2016-11-05 23:00:00,Alexandre Lacazette,0,94.07999839782714,24.41200103759765,14.53190142735927,0.7205388749003336,211.17615909448637,0.5191762702426387,10.470799904632,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.136560091451709
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,62596.0,47.0,SavedShot,0.92,0.6090000152587891,0.0333212986588478,Giovanni Sio,a,3228.0,2015.0,1935.0,GFC Ajaccio,Rennes,1.0,1.0,2015-09-23 21:00:00,Pedro Mendes,0,96.60000000000001,41.41200103759766,11.202578247053161,0.7229951721230984,125.49775938134867,0.5227220189133086,8.099409987950677,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025871329819539286
Serie_A,408033.0,58.0,SavedShot,0.8980000305175782,0.5440000152587889,0.0177717003971338,Koray Günter,a,7092.0,2020.0,15673.0,Benevento,Verona,0.0,3.0,2021-03-03 19:45:00,Miguel Veloso,0,94.29000320434571,36.992001037597646,11.120076509265148,0.27242001176340735,123.65610157191057,0.074212662809175,3.0293313734640015,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03374180079234696
Serie_A,411273.0,60.0,BlockedShot,0.9519999694824218,0.4540000152587891,0.5812569856643677,Rodrigo Palacio,a,1518.0,2020.0,15697.0,Crotone,Bologna,2.0,3.0,2021-03-20 14:00:00,Nicola Sansone,0,99.95999679565429,30.872001037597656,5.931779649363684,0.5554537885807777,35.18600980860516,0.3085289112487392,3.2948294792654154,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4819557719233629
Ligue_1,64318.0,22.0,BlockedShot,0.941999969482422,0.55,0.1285569965839386,Majeed Waris,a,3461.0,2015.0,1982.0,Guingamp,Lorient,2.0,2.0,2015-10-31 23:00:00,Benjamin Moukandjo,0,98.90999679565431,37.400000000000006,6.974821791912739,0.5091871229683647,48.64813902894083,0.2592715261968005,3.5514894414411016,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27859866690858076
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,333928.0,91.0,BlockedShot,0.7369999694824219,0.2739999961853027,0.0190884992480278,Luiz Araujo,h,6012.0,2019.0,12857.0,Lille,Dijon,1.0,0.0,2019-11-30 19:00:00,Victor Osimhen,0,77.38499679565429,18.631999740600584,31.60322505613825,0.5078268524492259,998.7638339489245,0.25788811206848783,16.048966307503196,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.015782521967754388
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,569686.0,10.0,Goal,0.9309999847412108,0.514000015258789,0.5794782042503357,Terem Igobor Moffi,a,8997.0,2023.0,23601.0,Lens,Nice,1.0,3.0,2024-03-16 20:00:00,Mohamed Ali-Cho,1,97.75499839782714,34.952001037597654,7.307280902707543,0.130652552034701,53.396354191074366,0.017070089353180253,0.9547148983731741,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5284417582361138
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,447324.0,64.0,MissedShots,0.905,0.6,0.1053299978375434,Mattia Destro,h,1580.0,2021.0,16917.0,Genoa,Sampdoria,1.0,3.0,2021-12-10 19:45:00,Goran Pandev,0,95.025,40.8,12.072308188577686,0.5983411208857559,145.74062499999985,0.3580120969428227,7.223358413231862,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2116990701647143
Serie_A,507403.0,35.0,BlockedShot,0.6540000152587889,0.4520000076293945,0.0268843006342649,Armand Lauriente,h,6697.0,2022.0,18789.0,Sassuolo,Atalanta,1.0,0.0,2023-02-04 19:45:00,,0,68.67000160217283,30.73600051879883,36.47632761393896,0.08960252728712345,1330.5224761994061,0.008028612896239703,3.268371140362021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03361745935448522
Serie_A,228575.0,74.0,SavedShot,0.8680000305175781,0.6359999847412109,0.0781366005539894,Ola Aina,a,725.0,2018.0,9641.0,Chievo,Torino,0.0,1.0,2018-09-30 13:00:00,Simone Zaza,0,91.1400032043457,43.24799896240234,16.662082582442753,0.5884021524404892,277.6249959841422,0.3462170929966007,9.804005255650502,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.09156963427562566
Ligue_1,214952.0,45.0,MissedShots,0.7290000152587891,0.4959999847412109,0.0218864008784294,Thomas Lemar,h,3425.0,2017.0,8933.0,Monaco,Saint-Etienne,1.0,0.0,2018-05-12 20:00:00,João Moutinho,0,76.54500160217286,33.72799896240234,28.456298395694393,0.009558698602463523,809.7609183847993,9.13687189727381e-05,0.27200517970620897,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.026293506354416744
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,536425.0,9.0,MissedShots,0.9669999694824218,0.7080000305175781,0.2574627995491028,Abdou Harroui,a,9996.0,2023.0,22327.0,Udinese,Frosinone,0.0,0.0,2023-09-02 16:30:00,Francesco Gelli,0,101.5349967956543,48.14400207519531,14.562247144903674,1.3305475496726913,212.0590419092552,1.7703567819400028,19.37576225637973,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.017619551499705587
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,558497.0,88.0,BlockedShot,0.7880000305175782,0.6969999694824218,0.0700472071766853,Abdoul Kader Bamba,h,7760.0,2023.0,23529.0,Nantes,Clermont Foot,1.0,2.0,2024-01-14 14:00:00,Quentin Merlin,0,82.74000320434571,47.39599792480468,25.979996492376795,0.5417397312475059,674.9602177439106,0.2934819364121199,14.074396317591349,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.024441722479131556
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,536819.0,16.0,Goal,0.779000015258789,0.429000015258789,0.027635158970952,Oumar Diakité,a,11753.0,2023.0,23405.0,Metz,Reims,2.0,2.0,2023-09-03 13:00:00,Teddy Teuma,1,81.79500160217285,29.172001037597653,23.701930820591787,0.20513204822767309,561.7815246241189,0.042079157210080397,4.862025616178606,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07976145972337353
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,521110.0,11.0,MissedShots,0.9359999847412108,0.5029999923706054,0.0886696949601173,Mehdi Leris,h,6211.0,2022.0,18888.0,Sampdoria,Spezia,1.0,1.0,2023-04-22 18:45:00,Tommaso Augello,0,98.27999839782714,34.20399948120117,6.72309730120992,0.03034773837757147,45.200037321536115,0.0009209852246335243,0.20403079798407547,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19941482691916973
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,174435.0,84.0,Goal,0.8519999694824218,0.5029999923706054,0.3235140144824981,Maxi López,h,1188.0,2017.0,7568.0,Udinese,Sampdoria,4.0,0.0,2017-09-30 17:00:00,Rodrigo de Paul,1,89.45999679565429,34.20399948120117,15.541342135716762,0.013126623042105913,241.53331537940525,0.0001723082324895459,0.20400533978395116,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.151509641720879
Ligue_1,465934.0,29.0,MissedShots,0.6790000152587891,0.6640000152587889,0.0120096001774072,Houssem Aouar,h,5733.0,2021.0,18114.0,Lyon,Angers,3.0,2.0,2022-04-03 15:05:00,Emerson,0,71.29500160217285,45.15200103759765,35.50202873273737,0.31953267305017335,1260.39404414011,0.10210112914658898,11.344058139675631,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.008901976090101155
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,290931.0,29.0,SavedShot,0.904000015258789,0.5329999923706055,0.0474262982606887,Krzysztof Piatek,h,7090.0,2018.0,9872.0,AC Milan,Udinese,1.0,1.0,2019-04-02 18:00:00,Ignazio Abate,0,94.92000160217285,36.24399948120117,10.326756575606357,0.21904705001734556,106.64190137182914,0.04798161012130149,2.262045564133798,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05367052608810408
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
