league,id,minute,result,X,Y,xG,player,h_a,player_id,season,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,is_goal,X_m,Y_m,shot_distance,shot_angle,dist2,angle2,angle_distance,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot,situation_FromCorner,situation_OpenPlay,situation_Penalty,situation_SetPiece,lastAction_BallRecovery,lastAction_BallTouch,lastAction_BlockedPass,lastAction_Card,lastAction_Challenge,lastAction_ChanceMissed,lastAction_Chipped,lastAction_Clearance,lastAction_CornerAwarded,lastAction_Cross,lastAction_CrossNotClaimed,lastAction_Dispossessed,lastAction_End,lastAction_Error,lastAction_FormationChange,lastAction_Foul,lastAction_Goal,lastAction_GoodSkill,lastAction_HeadPass,lastAction_Interception,lastAction_KeeperPickup,lastAction_KeeperSweeper,lastAction_LayOff,lastAction_OffsidePass,lastAction_OffsideProvoked,lastAction_Pass,lastAction_PenaltyFaced,lastAction_Punch,lastAction_Rebound,lastAction_Save,lastAction_ShieldBallOpp,lastAction_Standard,lastAction_Start,lastAction_SubstitutionOn,lastAction_Tackle,lastAction_TakeOn,lastAction_Throughball,predicted_xg
Ligue_1,196545.0,80.0,SavedShot,0.885,0.5,0.7600950002670288,Stef Peeters,h,6008.0,2017.0,8819.0,Caen,Rennes,2.0,2.0,2018-02-17 19:00:00,,0,92.925,34.0,12.075000000000003,0.0,145.80562500000008,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7642686327682554
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,420402.0,26.0,MissedShots,0.7919999694824219,0.2939999961853028,0.0637309998273849,Florian Thauvin,a,942.0,2020.0,16114.0,Saint-Etienne,Marseille,1.0,0.0,2021-05-09 11:00:00,,0,83.1599967956543,19.99199974060059,25.946287041369995,0.5702999814597163,673.2098112331646,0.3252420688529527,14.797167018641785,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.05159705290763099
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,418089.0,8.0,SavedShot,0.963000030517578,0.3670000076293945,0.3591740131378174,Andreas Skov Olsen,a,7934.0,2020.0,15746.0,Atalanta,Bologna,5.0,0.0,2021-04-25 18:45:00,Roberto Soriano,0,101.11500320434568,24.956000518798827,9.843125861138391,1.165064404412185,96.8871267182114,1.3573750664283193,11.467875568961375,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.18146236579970582
Serie_A,196601.0,62.0,SavedShot,0.7319999694824219,0.7609999847412109,0.0095099098980426,Antonio Candreva,a,1517.0,2017.0,7745.0,Genoa,Inter,2.0,0.0,2018-02-17 19:45:00,Roberto Gagliardini,0,76.8599967956543,51.74799896240234,33.269374017405575,0.5626902107466412,1106.851247510021,0.31662027327009945,18.72035107726277,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.010492321656468717
Ligue_1,300084.0,11.0,BlockedShot,0.889000015258789,0.445,0.062000498175621,Falcao,h,696.0,2018.0,10990.0,Monaco,Saint-Etienne,2.0,3.0,2019-05-05 16:00:00,Djibril Sidibe,0,93.34500160217284,30.26,12.240367137196236,0.31051220952646036,149.82658765335358,0.09641783226500442,3.800783445185877,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0541505410390175
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,436040.0,92.0,BlockedShot,0.9309999847412108,0.3559999847412109,0.215621992945671,Janis Antiste,h,8311.0,2021.0,16833.0,Spezia,Salernitana,2.0,1.0,2021-10-16 13:00:00,Giulio Maggiore,0,97.75499839782714,24.207998962402343,12.180859269189549,0.933797214052196,148.37333253580096,0.8719772369716426,11.374452450331068,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.23312608488954623
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,300182.0,56.0,MissedShots,0.745,0.5390000152587889,0.0136481998488307,Alessandro Florenzi,a,1254.0,2018.0,9919.0,Genoa,Roma,1.0,1.0,2019-05-05 17:00:00,,0,78.225,36.65200103759765,26.906016697077614,0.09872565078458558,723.9337345034194,0.009746754122839943,2.6563140084399133,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.020739345435287066
Serie_A,98221.0,49.0,MissedShots,0.9640000152587892,0.5559999847412109,0.5306789875030518,Luca Rossettini,h,1180.0,2015.0,655.0,Bologna,Atalanta,3.0,0.0,2015-11-01 18:00:00,Anthony Mounier,0,101.22000160217287,37.807998962402344,5.365560919906975,0.7890882592360543,28.789243985232982,0.6226602808641865,4.233901126114397,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30456983063363385
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,453696.0,63.0,MissedShots,0.874000015258789,0.5159999847412109,0.1371829956769943,Adrien Thomasson,h,3549.0,2021.0,18030.0,Strasbourg,Montpellier,3.0,1.0,2022-01-16 14:00:00,Sanjin Prcic,0,91.77000160217284,35.08799896240234,13.27466004644555,0.08205263020233462,176.21659934869777,0.006732634123121076,1.089220771852703,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2691364992086511
Ligue_1,539555.0,18.0,BlockedShot,0.9619999694824218,0.2989999961853027,0.0507437698543071,Florian Sotoca,h,3348.0,2023.0,23419.0,Lens,Toulouse,2.0,1.0,2023-09-24 13:00:00,Ruben Aguilar,0,101.00999679565429,20.331999740600583,14.238481543396105,1.28676602641962,202.73435666163152,1.655766806747738,18.3215943178449,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029963553066588475
Serie_A,146664.0,81.0,Goal,0.885,0.5,0.7612990140914917,Luis Muriel,h,1229.0,2016.0,3579.0,Sampdoria,Bologna,3.0,1.0,2017-02-12 17:00:00,,1,92.925,34.0,12.075000000000003,0.0,145.80562500000008,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7503090718977805
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,577139.0,45.0,SavedShot,0.8140000152587891,0.5479999923706055,0.0361778810620307,Yusuf Yazici,a,7756.0,2023.0,23648.0,Metz,Lille,1.0,2.0,2024-04-28 11:00:00,Jonathan Christian David,0,85.47000160217286,37.263999481201175,19.80087195131599,0.16559700601799793,392.0745300324123,0.027422368402124843,3.2789651116836804,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05853143124621773
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,431446.0,46.0,MissedShots,0.8680000305175781,0.7130000305175781,0.0171978008002042,Seko Fofana,h,1144.0,2021.0,17876.0,Lens,Lille,1.0,0.0,2021-09-18 15:00:00,,0,91.1400032043457,48.48400207519531,20.047090244965965,0.8074100360900569,401.8858272898095,0.651910966378947,16.186221858188595,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03310642691279385
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,397956.0,16.0,MissedShots,0.7480000305175781,0.6780000305175782,0.0169044006615877,Theo Hernández,h,2547.0,2020.0,15590.0,AC Milan,Torino,2.0,0.0,2021-01-09 19:45:00,Sandro Tonali,0,78.54000320434571,46.10400207519532,29.097049621265175,0.42902819079764587,846.6382966623678,0.18406518849910122,12.483454556560725,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.012308248477396345
Serie_A,452798.0,94.0,MissedShots,0.960999984741211,0.5520000076293945,0.0762678012251854,Sergej Milinkovic-Savic,a,1543.0,2021.0,16960.0,Inter,Lazio,2.0,1.0,2022-01-09 19:45:00,Luis Alberto,0,100.90499839782716,37.53600051879883,5.41039164855408,0.7122748188431731,29.27233779074374,0.5073354175580751,3.8536857313444743,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14288970211085378
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,452781.0,14.0,MissedShots,0.955999984741211,0.6469999694824219,0.014482700265944,Ivan Perisic,h,448.0,2021.0,16960.0,Inter,Lazio,2.0,1.0,2022-01-09 19:45:00,Nicolò Barella,0,100.37999839782715,43.99599792480469,11.012011138605853,1.1378555750927606,121.26438931677939,1.2947153097696769,12.530078267046248,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04428516101801816
Ligue_1,212452.0,64.0,BlockedShot,0.906999969482422,0.4579999923706055,0.142887994647026,Lucas Ocampos,a,1109.0,2017.0,8906.0,Angers,Marseille,1.0,1.0,2018-04-29 00:00:00,,0,95.23499679565431,31.143999481201174,10.17408602992233,0.2845371343315123,103.51202654426072,0.08096138081358907,2.8949052833963727,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.36639406041540323
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,1884.0,22.0,BlockedShot,0.7659999847412109,0.4129999923706055,0.0251439996063709,Max Gradel,h,464.0,2014.0,6174.0,Saint-Etienne,Bordeaux,1.0,1.0,2014-09-25 20:00:00,Fabien Lemoine,0,80.42999839782715,28.08399948120117,25.272198971779336,0.23628373592323715,638.6840408692045,0.055830003861842066,5.971409588047414,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03351267014404554
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,197741.0,46.0,BlockedShot,0.8780000305175781,0.3139999961853027,0.073540098965168,Renaud Cohade,a,3560.0,2017.0,8833.0,Guingamp,Metz,2.0,2.0,2018-02-24 19:00:00,,0,92.1900032043457,21.351999740600586,18.00188680295599,0.7790349624956717,324.06792846644106,0.6068954727906326,14.024099210392148,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.05916842427932625
Ligue_1,436970.0,26.0,BlockedShot,0.725999984741211,0.56,0.0154633997008204,Florian Sotoca,a,3348.0,2021.0,17918.0,Montpellier,Lens,1.0,0.0,2021-10-17 15:00:00,Arnaud Kalimuendo Muinga,0,76.22999839782715,38.080000000000005,29.05786282900084,0.1408750002040664,844.3593921890287,0.01984576568249571,4.093526431965227,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.017862494049155683
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,486322.0,11.0,BlockedShot,0.8680000305175781,0.36,0.0590959005057811,Andrea Pinamonti,a,4895.0,2022.0,18625.0,Cremonese,Sassuolo,0.0,0.0,2022-09-04 10:30:00,,0,91.1400032043457,24.48,16.814574367956727,0.6018586375904831,282.7299111755474,0.36223381964227247,10.119996820762294,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07201236469552577
Serie_A,144751.0,23.0,Goal,0.9590000152587892,0.3270000076293945,0.2692089974880218,Antonino Ragusa,h,1481.0,2016.0,3534.0,Sassuolo,Palermo,4.0,1.0,2017-01-15 18:00:00,Domenico Berardi,1,100.69500160217287,22.23600051879883,12.526958729036973,1.2199862023194252,156.92469499899562,1.4883663338497735,15.282716806449992,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1297266506597965
EPL,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Ligue_1,582781.0,19.0,SavedShot,0.85,0.6090000152587891,0.1170867905020713,Adrien Truffert,a,8640.0,2023.0,23672.0,Reims,Rennes,2.0,1.0,2024-05-19 19:00:00,Warmed Omari,0,89.25,41.41200103759766,17.406902636062192,0.4398548674455989,303.0002593813489,0.19347230441558536,7.656510851623581,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.26224350621751336
Serie_A,94195.0,65.0,BlockedShot,0.799000015258789,0.4520000076293945,0.011986400000751,Riccardo Montolivo,a,1573.0,2015.0,752.0,Empoli,AC Milan,2.0,2.0,2016-01-23 23:45:00,M&#039;Baye Niang,0,83.89500160217285,30.73600051879883,21.355904335465823,0.15343965222327619,456.07464998556793,0.023543726874399946,3.276842534147432,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04200027636066585
Serie_A,338738.0,79.0,MissedShots,0.99,0.6519999694824219,0.0547623001039028,Kevin Agudelo,a,8010.0,2019.0,13251.0,Inter,Genoa,4.0,0.0,2019-12-21 17:00:00,,0,103.95,44.33599792480469,10.389194054476352,1.469556924634995,107.93535310156679,2.1595975547426645,15.267512064132443,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14958055173893214
Serie_A,574571.0,59.0,Goal,0.9669999694824218,0.5020000076293946,0.6480634212493896,Tijjani Noslin,a,12378.0,2023.0,22624.0,Atalanta,Verona,2.0,2.0,2024-04-15 18:45:00,Fabien Centonze,1,101.5349967956543,34.13600051879883,3.467671170575371,0.03922961597584195,12.024743347239562,0.001538962769612034,0.13603540835217012,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5883451028622224
Ligue_1,112084.0,80.0,SavedShot,0.8390000152587891,0.3840000152587891,0.0405248999595642,Sébastien Corchia,a,3354.0,2016.0,4281.0,Monaco,Lille,4.0,0.0,2017-05-14 20:00:00,,0,88.09500160217286,26.112001037597658,18.654744663527257,0.4365785691801882,347.9994984613987,0.1906008470674204,8.144261733624482,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04330819697645677
Ligue_1,262104.0,3.0,MissedShots,0.9130000305175782,0.3359999847412109,0.2871379852294922,Nicolas Pepe,h,5656.0,2018.0,10771.0,Lille,Strasbourg,0.0,0.0,2018-11-09 19:45:00,Thiago Mendes,0,95.86500320434571,22.84799896240234,14.415800137321321,0.8844959870363059,207.81529359919344,0.7823331510833291,12.750717371378137,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0930846536175012
Bundesliga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
La_Liga,,,,,,,,,,,,,,,,,,0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342038081048315
Serie_A,529614.0,53.0,Goal,0.915,0.3459999847412109,0.299752414226532,Victor Osimhen,a,5322.0,2022.0,18942.0,Bologna,Napoli,2.0,2.0,2023-05-28 13:00:00,Bartosz Bereszynski,1,96.075,23.527998962402343,13.759303424644955,0.8649843550646449,189.31843073144637,0.7481979345065997,11.901582198905276,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.13108305271437162
